property_id,property_address,city,state,county,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_005931,7945 Main St,Miami,FL,Miami-Dade County,33102,Manufacturing,industrial,1973,635431,127572020.54,102814381.95,0.8059,0.0184,1891784.63,0.0722,0.0718,0.3935,15187444.5,14096888.54,5546909.51,8549979.04,200.76,under_10,2022-09-08,124525917.9,Central Management Inc,Institutional,Central Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005932,7772 Commerce Dr,Miami,FL,Miami-Dade County,33119,Shopping Center,retail,1962,744904,314082967.71,369168352.86,1.1754,0.0184,6792697.69,0.0674,0.1687,0.2098,26772673.25,22257421.0,4669095.09,17588325.91,421.64,over_10,2022-09-01,341332369.12,United Holdings LP,Private,United Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005933,9045 Industrial Way,Miami,FL,Miami-Dade County,33109,Shopping Center,retail,2020,233026,88619572.94,75510769.32,0.8521,0.0184,1389398.16,0.0664,0.0834,0.3632,9245579.72,8474418.21,3077511.57,5396906.64,380.3,under_10,2023-05-19,81977900.88,National Properties Inc,Institutional,National Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005934,5062 Oak Ave,Miami,FL,Miami-Dade County,33111,Class A Office,office,1965,361740,230475785.86,186302357.9,0.8083,0.0184,3427963.39,0.0645,0.0546,0.3291,22158137.69,20949146.14,6893572.09,14055574.05,637.13,under_10,2023-07-12,198482728.55,United Management Corp,REIT,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005935,830 Main St,Miami,FL,Miami-Dade County,33125,Medical Office,office,2022,38394,15420343.05,16220181.76,1.0519,0.0184,298451.34,0.0516,0.2267,0.424,1382314.81,1068972.25,453246.32,615725.94,401.63,fair,2025-01-24,14399435.64,Pacific Holdings LP,REIT,Pacific Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005936,2521 Oak Ave,Miami,FL,Miami-Dade County,33124,Hotel,hotel,1978,134159,41652404.77,39953705.98,0.9592,0.0184,735148.19,0.0533,0.1652,0.492,4371206.74,3649105.14,1795223.77,1853881.36,310.47,fair,2024-05-03,44777061.73,Atlantic Management LP,Institutional,Atlantic Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005937,4025 Industrial Way,Miami,FL,Miami-Dade County,33116,Class B Office,office,2001,23418,9006765.33,9455031.78,1.0498,0.0184,173972.58,0.0742,0.0998,0.4182,1149425.68,1034672.42,432745.24,601927.17,384.61,fair,2023-01-07,8959595.36,American Investments Inc,Non-Profit,American Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005938,9789 Industrial Way,Miami,FL,Miami-Dade County,33125,Shopping Center,retail,2004,372434,184303536.54,216503129.97,1.1747,0.0184,3983657.59,0.0663,0.1688,0.3916,20072164.85,16683028.62,6533658.15,10149370.47,494.86,over_10,2022-11-08,200667707.9,Premier Management Inc,Institutional,Premier Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005939,1341 Business Pkwy,Miami,FL,Miami-Dade County,33116,Shopping Center,retail,1989,565783,262180916.92,254491043.72,0.9707,0.0184,4682635.2,0.0678,0.1248,0.2572,23939498.65,20952327.73,5389832.62,15562495.11,463.39,fair,2023-09-10,289060725.18,Pacific Holdings LLC,Non-Profit,Pacific Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005940,1859 Industrial Way,Miami,FL,Miami-Dade County,33109,Medical Office,office,1990,22052,10757070.99,12290165.86,1.1425,0.0184,226139.05,0.0682,0.2226,0.2721,1007408.93,783152.15,213124.42,570027.73,487.8,over_10,2025-01-18,9735494.74,Central Real Estate LP,REIT,Central Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005941,1621 Park Blvd,Miami,FL,Miami-Dade County,33125,Class C Office,office,1978,71917,22108593.35,19603129.44,0.8867,0.0184,360697.58,0.0726,0.1645,0.3504,2471731.3,2065022.02,723660.43,1341361.59,307.42,under_10,2023-05-12,21976699.34,United Real Estate Inc,Institutional,United Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005942,2038 Commerce Dr,Miami,FL,Miami-Dade County,33101,Class A Office,office,1974,115088,64012199.96,51213799.0,0.8001,0.0184,942333.9,0.0544,0.1133,0.3562,5411787.78,4798416.8,1709365.35,3089051.45,556.2,under_10,2024-10-28,63793026.23,United Properties Inc,Government,United Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005943,9066 Commerce Dr,Miami,FL,Miami-Dade County,33109,Retail Strip Center,retail,1997,75220,23882261.7,20167110.41,0.8444,0.0184,371074.83,0.0524,0.1098,0.4486,2270220.92,2020848.49,906594.06,1114254.43,317.5,under_10,2022-12-13,23402254.74,Premier Management LLC,Private,Premier Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005944,3571 Industrial Way,Miami,FL,Miami-Dade County,33116,Class A Office,office,1987,380645,111792483.11,102754120.4,0.9192,0.0184,1890675.82,0.0585,0.1299,0.2731,8994712.2,7826022.3,2136961.7,5689060.6,293.69,fair,2022-06-27,128117176.74,Central Real Estate LLC,Institutional,Central Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005945,8877 Commerce Dr,Miami,FL,Miami-Dade County,33101,Class C Office,office,1975,99905,10296768.36,9876484.25,0.9592,0.0184,181727.31,0.0576,0.109,0.2906,835630.32,744558.58,216359.11,528199.47,103.07,fair,2022-08-04,11377569.59,United Real Estate LLC,Non-Profit,United Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005946,8110 Industrial Way,Miami,FL,Miami-Dade County,33119,Medical Office,office,1984,49348,28077186.82,23086620.27,0.8223,0.0184,424793.81,0.0542,0.1418,0.2577,2050132.55,1759375.45,453394.4,1305981.05,568.96,under_10,2024-02-18,25676500.95,United Management LP,REIT,United Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005947,570 Oak Ave,Miami,FL,Miami-Dade County,33119,Class A Office,office,1983,240155,125759791.22,125720126.76,0.9997,0.0184,2313250.33,0.0549,0.0805,0.3111,10017751.7,9211548.4,2865385.57,6346162.82,523.66,fair,2023-03-06,133343067.91,United Management Corp,Institutional,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005948,9701 Industrial Way,Miami,FL,Miami-Dade County,33125,Class B Office,office,1961,69346,23848989.23,21901131.26,0.9183,0.0184,402980.82,0.0566,0.1961,0.4414,2414866.36,1941406.88,857010.63,1084396.25,343.91,fair,2022-08-23,21998169.68,American Investments Inc,Institutional,American Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005949,1076 Industrial Way,Miami,FL,Miami-Dade County,33119,Class A Office,office,2004,300248,217775734.71,252246948.32,1.1583,0.0184,4641343.85,0.0679,0.1714,0.3856,24055160.79,19931601.37,7686235.08,12245366.29,725.32,over_10,2024-09-20,226201380.16,Global Management LP,REIT,Global Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005950,8613 Industrial Way,Miami,FL,Miami-Dade County,33124,Medical Office,office,2014,22625,11011227.91,9344648.43,0.8486,0.0184,171941.53,0.0601,0.1188,0.2795,918314.09,809251.58,226195.45,583056.13,486.68,under_10,2025-01-06,9579889.44,Atlantic Properties Inc,Institutional,Atlantic Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005951,2833 Industrial Way,Miami,FL,Miami-Dade County,33102,Class A Office,office,1996,491068,471479994.19,561037153.92,1.1899,0.0184,10323083.63,0.06,0.1801,0.3687,44774336.73,36709822.99,13534653.76,23175169.23,960.11,over_10,2022-12-06,473851021.11,Pacific Management LP,Non-Profit,Pacific Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005952,2228 Industrial Way,Miami,FL,Miami-Dade County,33101,Medical Office,office,2002,38054,22049700.82,21321673.25,0.967,0.0184,392318.79,0.0715,0.2446,0.2893,2217017.62,1674633.93,484496.18,1190137.75,579.43,fair,2023-04-18,21114245.64,Central Holdings Corp,Private,Central Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005953,3506 Business Pkwy,Miami,FL,Miami-Dade County,33119,Retail Strip Center,retail,1996,76361,21640662.84,23859538.75,1.1025,0.0184,439015.51,0.0688,0.2351,0.2826,2076698.87,1588415.5,448961.25,1139454.25,283.4,over_10,2023-08-15,24155532.9,United Management Corp,Government,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005954,2848 Business Pkwy,Miami,FL,Miami-Dade County,33102,Retail Strip Center,retail,2000,79144,26340877.41,26107784.94,0.9912,0.0184,480383.24,0.0633,0.1697,0.2019,2088827.14,1734405.03,350200.47,1384204.56,332.82,fair,2023-06-30,24119116.25,National Properties LLC,Institutional,National Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005955,9831 Commerce Dr,Miami,FL,Miami-Dade County,33119,Class B Office,office,1962,167811,64736419.13,52074702.78,0.8044,0.0184,958174.53,0.0673,0.2407,0.2826,6072133.63,4610313.61,1303045.48,3307268.12,385.77,under_10,2023-06-06,67848387.16,Central Management LP,Institutional,Central Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005956,908 Main St,Miami,FL,Miami-Dade County,33101,Manufacturing,industrial,2017,354738,74463923.72,77541007.71,1.0413,0.0184,1426754.54,0.0724,0.062,0.3587,8405086.63,7883744.12,2827691.47,5056052.65,209.91,fair,2023-11-01,83483957.75,American Properties LLC,Institutional,American Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005957,3760 Oak Ave,Miami,FL,Miami-Dade County,33125,Class A Office,office,1978,247290,182809398.99,213492378.56,1.1678,0.0184,3928259.77,0.0512,0.2136,0.2679,12784565.53,10054210.61,2693555.28,7360655.32,739.25,over_10,2023-08-30,199684968.04,United Management LLC,REIT,United Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005958,6436 Center Dr,Miami,FL,Miami-Dade County,33111,Manufacturing,industrial,2009,493494,55877041.37,66810706.88,1.1957,0.0184,1229317.01,0.0738,0.0823,0.2532,5518354.47,5064208.35,1282179.67,3782028.68,113.23,over_10,2024-02-11,58049362.7,American Investments LP,Non-Profit,American Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005959,5065 Industrial Way,Miami,FL,Miami-Dade County,33125,Warehouse,industrial,2024,219865,30064594.82,36050869.19,1.1991,0.0184,663335.99,0.0564,0.1937,0.2943,2401882.94,1936590.76,569850.85,1366739.91,136.74,over_10,2025-01-22,28856974.38,American Investments LLC,Private,American Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005960,8076 Main St,Miami,FL,Miami-Dade County,33124,Class A Office,office,1978,251750,84220907.32,95750735.56,1.1369,0.0184,1761813.53,0.0542,0.2344,0.3737,7290627.31,5581430.11,2085878.93,3495551.18,334.54,over_10,2024-11-26,94328474.18,National Real Estate LP,Non-Profit,National Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005961,3893 Park Blvd,Miami,FL,Miami-Dade County,33111,Shopping Center,retail,2006,588877,196734198.05,175560904.99,0.8924,0.0184,3230320.65,0.0521,0.1141,0.2121,13004243.21,11520869.8,2443651.69,9077218.11,334.08,under_10,2024-05-31,207386082.2,National Holdings Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005962,3134 Industrial Way,Miami,FL,Miami-Dade County,33102,Class A Office,office,1966,123045,100827455.61,120162955.84,1.1918,0.0184,2210998.39,0.0537,0.1608,0.3848,8800937.5,7385698.4,2841985.24,4543713.16,819.44,over_10,2025-04-28,108017837.16,Premier Management Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005963,8219 First St,Miami,FL,Miami-Dade County,33124,Class B Office,office,2023,34355,7844023.91,9007737.54,1.1484,0.0184,165742.37,0.0567,0.0608,0.2697,609260.13,572206.35,154312.91,417893.44,228.32,over_10,2022-08-20,8152339.24,Global Holdings Corp,Non-Profit,Global Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005964,9739 Main St,Miami,FL,Miami-Dade County,33119,Class A Office,office,1993,360192,188725223.1,152567343.05,0.8084,0.0184,2807239.11,0.0691,0.16,0.4015,21793910.56,18307852.62,7351299.58,10956553.04,523.96,under_10,2024-07-05,173857441.55,United Investments LLC,Institutional,United Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005965,4684 Oak Ave,Miami,FL,Miami-Dade County,33101,Class C Office,office,1974,81322,9510441.29,8516465.83,0.8955,0.0184,156702.97,0.0604,0.2334,0.3596,897213.06,687780.11,247335.36,440444.75,116.95,under_10,2023-04-07,9810287.18,National Investments LLC,Non-Profit,National Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005966,4350 Industrial Way,Miami,FL,Miami-Dade County,33111,Medical Office,office,1974,33500,17031484.21,17478147.32,1.0262,0.0184,321597.91,0.0695,0.1097,0.3042,1700943.02,1514429.73,460719.14,1053710.59,508.4,fair,2023-10-10,16332862.05,United Real Estate LP,Private,United Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005967,2721 Main St,Miami,FL,Miami-Dade County,33124,Class A Office,office,1998,205101,114480148.98,99031203.82,0.8651,0.0184,1822174.15,0.0677,0.1783,0.3869,12643252.84,10389348.05,4019314.53,6370033.52,558.16,under_10,2024-06-30,115269122.66,United Holdings Corp,REIT,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005968,9553 First St,Miami,FL,Miami-Dade County,33101,Class B Office,office,1997,162209,72219419.21,63137222.45,0.8742,0.0184,1161724.89,0.0536,0.118,0.4372,6879328.59,6067623.39,2653046.82,3414576.57,445.22,under_10,2024-07-03,75757344.55,Premier Properties LLC,REIT,Premier Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005969,9446 Oak Ave,Miami,FL,Miami-Dade County,33125,Shopping Center,retail,2023,607926,299842898.73,289776601.18,0.9664,0.0184,5331889.46,0.0708,0.0966,0.3911,34846301.0,31480381.59,12312734.49,19167647.1,493.22,fair,2024-08-10,268872090.21,Global Investments LLC,REIT,Global Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005970,3103 Industrial Way,Miami,FL,Miami-Dade County,33101,Class A Office,office,2001,77285,72548687.21,72094326.45,0.9937,0.0184,1326535.61,0.057,0.1298,0.2943,5858792.72,5098532.91,1500487.75,3598045.17,938.72,fair,2025-04-26,71173409.45,Premier Holdings Inc,Non-Profit,Premier Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005971,8100 First St,Miami,FL,Miami-Dade County,33119,Class A Office,office,2024,310688,191272598.55,162882948.22,0.8516,0.0184,2997046.25,0.0632,0.1133,0.4395,21580164.36,19135713.8,8410800.31,10724913.49,615.64,under_10,2022-09-24,186547737.92,Premier Management Inc,Private,Premier Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005972,7248 Main St,Miami,FL,Miami-Dade County,33116,Class A Office,office,1977,418510,366924553.86,419692371.0,1.1438,0.0184,7722339.63,0.0689,0.129,0.3351,38007725.29,33106613.18,11094027.36,22012585.82,876.74,over_10,2024-01-18,405293625.36,National Investments Corp,Government,National Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005973,6088 Oak Ave,Miami,FL,Miami-Dade County,33125,Manufacturing,industrial,2022,30139,2619200.02,2961013.72,1.1305,0.0184,54482.65,0.0725,0.1081,0.3013,271948.39,242542.44,73081.03,169461.41,86.9,over_10,2023-07-10,2595514.03,American Holdings LLC,Non-Profit,American Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005974,8300 Industrial Way,Miami,FL,Miami-Dade County,33124,Class B Office,office,1966,108942,23252783.52,21136282.06,0.909,0.0184,388907.59,0.0538,0.2142,0.4162,2143581.98,1684435.88,701082.95,983352.93,213.44,fair,2024-11-19,20350225.64,Pacific Investments Inc,Non-Profit,Pacific Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005975,6221 Park Blvd,Miami,FL,Miami-Dade County,33111,Class C Office,office,1964,61530,9297193.3,10122237.99,1.0887,0.0184,186249.18,0.0541,0.1276,0.4041,844151.14,736444.1,297582.71,438861.39,151.1,fair,2022-10-29,8072234.62,Central Management LP,Institutional,Central Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005976,7407 Main St,Miami,FL,Miami-Dade County,33111,Hotel,hotel,1972,42505,19237399.69,16402351.1,0.8526,0.0184,301803.26,0.0694,0.1284,0.3672,2109733.53,1838793.7,675200.59,1163593.12,452.59,under_10,2022-12-26,18116577.37,Global Properties Inc,REIT,Global Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005977,8186 Main St,Miami,FL,Miami-Dade County,33111,Class A Office,office,1967,299969,165328867.34,178181922.93,1.0777,0.0184,3278547.38,0.0725,0.1648,0.4139,20451355.14,17080390.29,7070408.25,10009982.04,551.15,fair,2022-08-27,179841730.9,Atlantic Management LLC,REIT,Atlantic Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005978,8522 Industrial Way,Miami,FL,Miami-Dade County,33102,Warehouse,industrial,1971,469181,64401945.42,73324159.51,1.1385,0.0184,1349164.53,0.051,0.0573,0.3842,5336000.86,5030404.64,1932505.18,3097899.47,137.26,over_10,2024-12-01,69484559.47,United Holdings Corp,Non-Profit,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005979,1364 Main St,Miami,FL,Miami-Dade County,33102,Medical Office,office,1999,34621,21707830.45,25650109.69,1.1816,0.0184,471962.02,0.0503,0.2264,0.4081,1844079.44,1426544.67,582223.09,844321.58,627.01,over_10,2022-12-15,23382667.4,Atlantic Real Estate LP,Private,Atlantic Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005980,2522 Business Pkwy,Miami,FL,Miami-Dade County,33109,Class C Office,office,1993,6236,1212469.44,1413164.55,1.1655,0.0184,26002.23,0.0679,0.1266,0.2974,117106.92,102276.98,30419.07,71857.92,194.43,over_10,2024-02-17,1357268.15,Global Real Estate Corp,Institutional,Global Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005981,5595 Oak Ave,Miami,FL,Miami-Dade County,33102,Apartment Complex,multifamily,1965,181138,34909807.77,39757487.8,1.1389,0.0184,731537.78,0.0679,0.2227,0.3722,3777273.94,2936087.51,1092835.34,1843252.17,192.72,over_10,2024-05-16,32938378.77,Atlantic Properties Corp,Non-Profit,Atlantic Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005982,6832 Commerce Dr,Miami,FL,Miami-Dade County,33102,Class B Office,office,1988,136099,38842348.61,34122469.58,0.8785,0.0184,627853.44,0.0748,0.129,0.3879,4747299.16,4134898.47,1603961.68,2530936.79,285.4,under_10,2025-05-08,40271498.13,Premier Properties LLC,Institutional,Premier Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005983,1446 Center Dr,Miami,FL,Miami-Dade County,33109,Class C Office,office,1982,62836,12687142.45,12448699.02,0.9812,0.0184,229056.06,0.0516,0.1834,0.4214,1130603.51,923293.59,389071.84,534221.75,201.91,fair,2025-02-26,11969202.41,United Properties Corp,Institutional,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005984,1079 Commerce Dr,Miami,FL,Miami-Dade County,33109,Warehouse,industrial,2020,132495,16003683.92,13443297.23,0.84,0.0184,247356.67,0.0659,0.1276,0.2521,1410688.43,1230698.75,310283.11,920415.64,120.79,under_10,2022-08-14,14544394.14,American Holdings LP,REIT,American Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005985,5283 First St,Miami,FL,Miami-Dade County,33111,Class B Office,office,2003,131426,53505472.64,58894521.25,1.1007,0.0184,1083659.19,0.0713,0.1968,0.3067,5505946.53,4422649.22,1356310.93,3066338.29,407.11,over_10,2024-11-09,55462234.93,Pacific Investments Corp,Private,Pacific Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005986,7120 First St,Miami,FL,Miami-Dade County,33125,Class A Office,office,2022,255905,148857071.04,138184877.3,0.9283,0.0184,2542601.74,0.0562,0.2165,0.3311,12500867.66,9794653.74,3243084.1,6551569.63,581.69,fair,2024-06-19,139306466.71,Atlantic Management Inc,Government,Atlantic Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005987,6253 Business Pkwy,Miami,FL,Miami-Dade County,33101,Class B Office,office,1999,83779,22631062.9,23740834.07,1.049,0.0184,436831.35,0.0529,0.21,0.292,1692040.73,1336650.48,390315.72,946334.77,270.13,fair,2022-07-02,23292131.67,American Management LP,REIT,American Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005988,4914 Business Pkwy,Miami,FL,Miami-Dade County,33116,Class A Office,office,2000,22712,16526551.79,18910371.31,1.1442,0.0184,347950.83,0.064,0.0676,0.4285,1850183.5,1725113.67,739150.19,985963.48,727.66,over_10,2023-03-22,14478200.9,Central Properties LP,Non-Profit,Central Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005989,3338 Oak Ave,Miami,FL,Miami-Dade County,33119,Class B Office,office,1963,185239,91287926.76,106515545.76,1.1668,0.0184,1959886.04,0.0516,0.2175,0.3071,6799621.19,5320542.88,1634077.23,3686465.65,492.81,over_10,2024-03-12,102030544.29,Pacific Investments Corp,Private,Pacific Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005990,6058 Business Pkwy,Miami,FL,Miami-Dade County,33111,Class C Office,office,2011,5106,1174680.22,1068977.92,0.91,0.0184,19669.19,0.0632,0.159,0.2866,104116.04,87564.59,25092.49,62472.1,230.06,fair,2022-08-23,1185268.66,Global Investments LP,Non-Profit,Global Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005991,2777 First St,Miami,FL,Miami-Dade County,33109,Class A Office,office,1973,312584,258059828.63,206834446.3,0.8015,0.0184,3805753.81,0.0733,0.1672,0.3321,28326437.21,23591610.68,7834576.29,15757034.39,825.57,under_10,2024-10-21,296375132.54,Global Real Estate Corp,Institutional,Global Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_005992,4537 Center Dr,Miami,FL,Miami-Dade County,33102,Class C Office,office,1969,48312,7312642.59,6163553.52,0.8429,0.0184,113409.38,0.0568,0.0521,0.4264,723674.46,685994.68,292501.89,393492.79,151.36,under_10,2024-09-02,8321929.36,American Investments Inc,REIT,American Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005993,9504 Commerce Dr,Miami,FL,Miami-Dade County,33111,Class B Office,office,1984,163766,50066139.07,51853936.03,1.0357,0.0184,954112.42,0.0696,0.2339,0.4102,5905679.12,4524416.37,1855998.49,2668417.87,305.72,fair,2023-05-24,46160055.8,Pacific Real Estate LLC,Private,Pacific Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005994,5564 Industrial Way,Miami,FL,Miami-Dade County,33125,Class B Office,office,2023,162596,41496531.83,36105705.64,0.8701,0.0184,664344.98,0.0601,0.2393,0.2928,3524210.27,2680955.15,785051.33,1895903.82,255.21,under_10,2023-03-13,36539023.76,Atlantic Investments LP,Government,Atlantic Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005995,5197 Oak Ave,Miami,FL,Miami-Dade County,33101,Retail Strip Center,retail,1962,59956,12895174.14,15199754.13,1.1787,0.0184,279675.48,0.0734,0.1013,0.3787,1523854.81,1369430.0,518593.4,850836.6,215.08,over_10,2023-11-02,11289239.95,American Real Estate LP,Private,American Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005996,6420 Business Pkwy,Miami,FL,Miami-Dade County,33101,Class A Office,office,1970,438543,317462456.03,273727599.43,0.8622,0.0184,5036587.83,0.0603,0.2241,0.257,25776204.3,19999952.19,5140692.12,14859260.08,723.9,under_10,2024-11-05,336600090.53,National Real Estate Inc,REIT,National Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_005997,9690 Park Blvd,Miami,FL,Miami-Dade County,33111,Apartment Complex,multifamily,1969,110956,20258977.1,16513369.55,0.8151,0.0184,303846.0,0.0697,0.151,0.3594,2205580.08,1872572.77,672930.1,1199642.67,182.59,under_10,2025-01-14,17863424.18,Premier Investments LP,Private,Premier Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_005998,9673 Industrial Way,Miami,FL,Miami-Dade County,33124,Apartment Complex,multifamily,1974,121427,20001897.44,16038677.34,0.8019,0.0184,295111.66,0.0558,0.1999,0.3593,1741485.21,1393330.95,500687.14,892643.81,164.72,under_10,2024-05-18,22034748.17,Global Investments LLC,REIT,Global Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_005999,2187 First St,Miami,FL,Miami-Dade County,33119,Warehouse,industrial,1965,202635,17276548.71,15945046.36,0.9229,0.0184,293388.85,0.0645,0.2327,0.2667,1519180.45,1165600.17,310816.12,854784.05,85.26,fair,2025-03-20,15313131.31,United Investments LP,Private,United Management LP,2024-01-01,2024-06-30,"Miami, FL"
PROP_006000,707 Center Dr,Miami,FL,Miami-Dade County,33125,Manufacturing,industrial,1975,676571,120684212.7,111847487.22,0.9268,0.0184,2057993.76,0.0604,0.2346,0.2885,10252030.32,7846733.0,2264170.92,5582562.08,178.38,fair,2023-12-01,125403797.42,Atlantic Investments Corp,REIT,Atlantic Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_006001,2129 Commerce Dr,Miami,FL,Miami-Dade County,33111,Medical Office,office,2010,7799,3035410.63,2525501.19,0.832,0.0184,46469.22,0.0512,0.2219,0.3189,228020.41,177415.56,56569.98,120845.58,389.21,under_10,2023-07-07,2975312.96,United Management Corp,Non-Profit,United Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_006002,4306 Center Dr,Miami,FL,Miami-Dade County,33125,Class A Office,office,1972,399736,210845080.34,233926657.86,1.1095,0.0184,4304250.5,0.0637,0.2498,0.3739,21454452.97,16095547.3,6017769.62,10077777.69,527.46,over_10,2024-12-04,208276222.14,Global Real Estate Inc,REIT,Global Management Inc,2024-01-01,2024-06-30,"Miami, FL"
PROP_006003,475 Commerce Dr,Miami,FL,Miami-Dade County,33111,Class C Office,office,1999,48575,13789386.01,16149958.24,1.1712,0.0184,297159.23,0.0527,0.1537,0.2628,985751.93,834288.5,219238.26,615050.24,283.88,over_10,2023-05-27,14368971.19,Premier Real Estate Corp,Government,Premier Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_006004,5114 Oak Ave,Miami,FL,Miami-Dade County,33116,Class B Office,office,2014,121434,58127109.99,66725559.61,1.1479,0.0184,1227750.3,0.0689,0.0764,0.4477,7250468.98,6696762.79,2997814.88,3698947.91,478.67,over_10,2025-03-01,65908877.27,Global Properties LLC,Government,Global Management LLC,2024-01-01,2024-06-30,"Miami, FL"
PROP_006005,3430 Park Blvd,Miami,FL,Miami-Dade County,33125,Class B Office,office,2012,157419,71137536.75,84774553.56,1.1917,0.0184,1559851.79,0.0519,0.1621,0.3968,6120530.47,5128107.92,2034649.99,3093457.94,451.9,over_10,2023-05-29,60516768.44,Atlantic Investments Corp,REIT,Atlantic Management Corp,2024-01-01,2024-06-30,"Miami, FL"
PROP_006006,1441 Park Blvd,Miami,FL,Miami-Dade County,33111,Apartment Complex,multifamily,2014,146051,37685878.3,35110224.97,0.9317,0.0184,646028.14,0.0566,0.1034,0.301,3051786.18,2736353.77,823623.31,1912730.47,258.03,fair,2024-05-13,42461254.84,Pacific Investments Inc,Government,Pacific Management Inc,2024-01-01,2024-06-30,"Miami, FL"
