property_id,property_address,city,state,zip_code,property_type,property_segment,year_built,total_square_feet,market_value,assessed_value,assessment_ratio,tax_rate,annual_taxes,cap_rate,vacancy_rate,expense_ratio,potential_gross_income,effective_gross_income,operating_expenses,net_operating_income,price_per_sqft,assessment_accuracy,last_sale_date,last_sale_price,owner_name,owner_type,property_manager,assessment_date,appeal_deadline,market_area
PROP_004754,1794 Park Blvd,Atlanta,GA,30310,Class A Office,office,1967,359484,55169058.29,21504827.24,0.3898,0.0108,232252.13,0.0788,0.0759,0.2647,5910142.78,5461646.11,1445930.21,4015715.9,153.47,fair,2017-04-12,45213932.97,Global Management LLC,REIT,National Trust Investment Group,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004755,5608 Commerce Dr,Atlanta,GA,30306,Class A Office,office,1984,461050,109667304.44,45287278.19,0.413,0.0108,489102.6,0.0412,0.0983,0.3016,6476010.55,5839102.95,1760928.8,4078174.15,237.86,fair,2021-04-11,103624643.41,Global Group LP,Government,National Properties Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004756,895 Broadway,Atlanta,GA,30306,Class B Office,office,2016,442079,314627015.42,126634268.02,0.4025,0.0108,1367650.09,0.042,0.206,0.4035,22137991.0,17577287.45,7092657.69,10484629.76,711.7,fair,2023-12-25,269105255.28,Miller Group Development,Government,Jones Group LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004757,2668 Commerce Dr,Atlanta,GA,30308,Medical Office,office,2009,454190,117166968.29,40275173.03,0.3437,0.0108,434971.87,0.0627,0.1227,0.3072,10603066.02,9302086.7,2857374.05,6444712.65,257.97,under_15,2015-12-31,121242954.58,Johnson Group Real Estate,Non-Profit,First Group Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004758,8123 Technology Dr,Atlanta,GA,30302,Class C Office,office,2022,390835,267714254.75,92375366.48,0.3451,0.0108,997653.96,0.047,0.1681,0.3613,19702675.9,16390491.39,5921240.7,10469250.69,684.98,under_15,2021-01-07,281732652.28,American Realty Holdings,Non-Profit,Johnson Ventures Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004759,2049 Industrial Way,Atlanta,GA,30307,Class A Office,office,1967,150922,96692899.04,33255118.19,0.3439,0.0108,359155.28,0.0463,0.1372,0.3479,6863392.0,5921966.57,2060298.1,3861668.47,640.68,under_15,2018-11-16,84976818.87,Metropolitan Partners Corp,Private,Brown Partners Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004760,5782 Industrial Way,Atlanta,GA,30304,Medical Office,office,1961,107466,72460658.01,28994814.49,0.4001,0.0108,313144.0,0.0563,0.1711,0.2977,5804476.45,4811050.84,1432231.23,3378819.61,674.27,fair,2016-11-20,66997171.37,Williams Capital Corp,REIT,Williams Group Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004761,3725 Business Pkwy,Atlanta,GA,30305,Corporate Campus,office,2016,182669,69354590.68,27902714.73,0.4023,0.0108,301349.32,0.0779,0.2142,0.2566,7266283.38,5709485.24,1464855.55,4244629.69,379.67,fair,2023-10-03,77344198.3,Smith Capital LP,Private,Miller Group Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004762,6458 Commerce Dr,Atlanta,GA,30310,Corporate Campus,office,1975,211420,149739023.85,56931015.49,0.3802,0.0108,614854.97,0.0581,0.1689,0.3496,13371019.91,11112606.19,3885269.92,7227336.27,708.25,fair,2024-06-14,122378249.29,Rodriguez Management Corp,Non-Profit,Jones Investments Development,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004763,7513 First St,Atlanta,GA,30310,Corporate Campus,office,1966,472414,305665055.83,144965023.42,0.4743,0.0108,1565622.25,0.0629,0.2103,0.3339,28846607.35,22780400.44,7606643.96,15173756.48,647.03,over_20,2015-09-12,266227368.69,Williams Partners Inc,REIT,Central Capital LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004764,9869 Technology Dr,Atlanta,GA,30302,Class A Office,office,2016,429855,316335492.37,120765001.11,0.3818,0.0108,1304262.01,0.0723,0.1476,0.4148,39080490.47,33313584.66,13817522.73,19496061.92,735.91,fair,2015-12-16,258685890.29,Davis Group Investment Group,Non-Profit,United Management Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004765,1986 Business Pkwy,Atlanta,GA,30305,Class A Office,office,2014,158659,119849913.79,47695260.07,0.398,0.0108,515108.81,0.0775,0.0548,0.3669,14662436.39,13858899.81,5084166.9,8774732.91,755.39,fair,2023-12-12,139382219.66,Williams Properties Real Estate,REIT,Martinez Ventures Investment Group,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004766,7304 First St,Atlanta,GA,30310,Medical Office,office,2005,298387,180537282.43,68864005.99,0.3814,0.0108,743731.26,0.0581,0.065,0.2532,14046348.23,13133669.3,3325299.0,9808370.3,605.04,fair,2021-07-25,212917297.54,Williams Capital Real Estate,REIT,Davis Management Real Estate,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004767,7420 Broadway,Atlanta,GA,30309,Class C Office,office,1966,68433,48283496.21,17694355.79,0.3665,0.0108,191099.04,0.0739,0.1892,0.4295,6255645.97,5071917.69,2178413.9,2893503.79,705.56,under_10,2021-05-15,45981495.56,Atlantic Investments Capital,Private,Brown Group Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004768,1460 Corporate Blvd,Atlanta,GA,30303,Corporate Campus,office,2019,215813,177659897.22,71527685.54,0.4026,0.0108,772499.0,0.0609,0.2418,0.4046,18183567.33,13786320.63,5578240.93,8208079.7,823.21,fair,2024-03-29,177182018.6,Garcia Ventures LLC,REIT,Atlantic Realty Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004769,4282 Industrial Way,Atlanta,GA,30301,Class C Office,office,1987,92756,56669249.56,20229048.2,0.357,0.0108,218473.72,0.0702,0.1201,0.4217,6878975.61,6053141.71,2552626.22,3500515.49,610.95,under_10,2018-09-16,66682630.54,Atlantic Partners LLC,Government,Central Investments LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004770,9263 First St,Atlanta,GA,30303,Medical Office,office,2008,59604,52269796.41,20640860.13,0.3949,0.0108,222921.29,0.0563,0.1534,0.4405,5262349.07,4455002.87,1962632.44,2492370.43,876.95,fair,2018-11-19,47800862.85,Atlantic Trust Capital,Government,Martinez Trust Development,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004771,5001 Main St,Atlanta,GA,30306,Class A Office,office,1999,461929,259229012.56,115402703.4,0.4452,0.0108,1246349.2,0.0573,0.1907,0.3964,24602720.4,19910980.32,7893262.86,12017717.46,561.19,over_10,2024-12-03,308109898.58,Williams Management Holdings,Private,Miller Capital Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004772,1843 Center Dr,Atlanta,GA,30305,Class C Office,office,1989,26405,3856104.37,1541365.49,0.3997,0.0108,16646.75,0.0449,0.094,0.3641,272406.13,246805.51,89864.27,156941.24,146.04,fair,2017-03-29,4196575.3,First Capital Investment Group,Non-Profit,Jones Investments Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004773,8099 First St,Atlanta,GA,30308,Medical Office,office,2016,398072,90928623.86,33260697.26,0.3658,0.0108,359215.53,0.0525,0.2468,0.3049,6872414.25,5176281.72,1578415.49,3597866.22,228.42,under_10,2024-08-02,96672358.87,Martinez Trust Inc,REIT,Premier Management Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004774,7835 Main St,Atlanta,GA,30302,Corporate Campus,office,2003,463284,366986960.48,146948248.47,0.4004,0.0108,1587041.08,0.0678,0.0756,0.4087,42105406.97,38922445.56,15908432.86,23014012.7,792.14,fair,2020-03-27,367444611.59,Pacific Group LP,Private,National Investments Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004775,6011 Corporate Blvd,Atlanta,GA,30308,Class C Office,office,1974,192028,31119387.68,16254941.96,0.5223,0.0108,175553.37,0.0744,0.1317,0.4421,4148242.36,3601896.25,1592253.54,2009642.72,162.06,over_30,2020-07-26,31972373.8,Williams Realty Inc,Private,Rodriguez Capital Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004776,5378 Corporate Blvd,Atlanta,GA,30303,Class B Office,office,1978,468814,222553732.45,92749837.53,0.4168,0.0108,1001698.25,0.0639,0.2065,0.2694,19465603.89,15446929.5,4160777.65,11286151.86,474.72,fair,2021-08-20,200787513.05,Davis Investments Real Estate,REIT,Global Investments Holdings,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004777,3560 First St,Atlanta,GA,30302,Medical Office,office,2019,312299,101687983.29,33944755.96,0.3338,0.0108,366603.36,0.0775,0.1841,0.2645,10720932.29,8746810.1,2313678.37,6433131.74,325.61,under_15,2020-06-08,105206723.37,Atlantic Investments LP,Non-Profit,Atlantic Capital Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004778,7293 Broadway,Atlanta,GA,30307,Corporate Campus,office,1960,189697,26040348.55,9964982.83,0.3827,0.0108,107621.81,0.0438,0.1043,0.255,1529169.23,1369603.95,349206.28,1020397.66,137.27,fair,2022-07-26,27028613.49,Premier Holdings Capital,Private,Johnson Holdings Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004779,1480 First St,Atlanta,GA,30304,Class B Office,office,1960,281412,185191538.18,95208759.44,0.5141,0.0108,1028254.6,0.0665,0.1287,0.3143,17971897.06,15658311.65,4921396.75,10736914.9,658.08,over_30,2023-07-28,182204810.29,United Management Investment Group,REIT,Premier Trust Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004780,4091 Industrial Way,Atlanta,GA,30304,Class A Office,office,1965,374965,246309685.64,83546236.52,0.3392,0.0108,902299.35,0.0654,0.057,0.304,23142612.88,21823393.75,6633497.59,15189896.16,656.89,under_15,2017-02-21,273031297.91,Smith Realty Inc,Private,First Capital Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004781,799 Business Pkwy,Atlanta,GA,30303,Class A Office,office,1969,325854,193572661.52,78127673.26,0.4036,0.0108,843778.87,0.0624,0.2306,0.4418,21620529.7,16634147.38,7348222.2,9285925.18,594.05,fair,2019-03-09,194586247.57,Williams Realty LLC,Institutional,Rodriguez Partners Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004782,1286 First St,Atlanta,GA,30303,Corporate Campus,office,1971,272570,107828998.32,47939998.23,0.4446,0.0108,517751.98,0.0506,0.1772,0.2872,7658370.47,6301689.27,1810103.75,4491585.53,395.6,over_10,2023-09-12,90770708.14,Williams Trust LLC,Non-Profit,Global Properties Holdings,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004783,2201 Technology Dr,Atlanta,GA,30306,Class B Office,office,1962,12004,2771985.18,1143805.54,0.4126,0.0108,12353.1,0.0701,0.1074,0.4331,342755.19,305957.0,132504.63,173452.38,230.92,fair,2022-08-16,2815058.98,Atlantic Holdings Investment Group,Private,Jones Properties Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004784,6357 Technology Dr,Atlanta,GA,30310,Class B Office,office,2011,471543,267529075.58,104314854.17,0.3899,0.0108,1126600.43,0.0792,0.0565,0.3412,32168056.82,30349324.79,10355492.43,19993832.36,567.35,fair,2021-05-24,218730341.83,Davis Investments LP,Private,Martinez Partners Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004785,8884 Commerce Dr,Atlanta,GA,30302,Medical Office,office,1962,395601,69152786.51,26491023.3,0.3831,0.0108,286103.05,0.0675,0.0849,0.2772,6460498.78,5911756.28,1638990.55,4272765.74,174.8,fair,2018-08-11,70650830.24,Jones Investments Investment Group,Non-Profit,Global Group Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004786,5494 Oak Ave,Atlanta,GA,30301,Corporate Campus,office,2010,109992,68564542.26,24889770.68,0.363,0.0108,268809.52,0.0685,0.1377,0.3131,6834690.08,5893389.88,1845070.74,4048319.14,623.36,under_10,2016-10-26,77780601.95,Johnson Trust LLC,Private,Davis Investments Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004787,5299 Center Dr,Atlanta,GA,30302,Class C Office,office,1983,156117,23403867.54,9554857.71,0.4083,0.0108,103192.46,0.0543,0.097,0.3496,1952643.62,1763177.33,616402.94,1146774.38,149.91,fair,2020-04-21,19488794.75,Metropolitan Ventures Capital,Government,Metropolitan Management Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004788,7489 Commerce Dr,Atlanta,GA,30302,Class C Office,office,1970,480329,117560860.69,52697910.93,0.4483,0.0108,569137.44,0.0506,0.081,0.4104,10083021.91,9265829.96,3802322.9,5463507.05,244.75,over_10,2018-09-12,122534668.6,Garcia Management Corp,Institutional,Brown Management Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004789,3166 Center Dr,Atlanta,GA,30304,Class A Office,office,1979,177330,36605354.96,14195797.47,0.3878,0.0108,153314.61,0.0699,0.2089,0.3684,4052583.43,3205931.27,1181123.04,2024808.22,206.43,fair,2018-01-13,32614474.02,Brown Trust Properties,Government,Brown Capital Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004790,102 Center Dr,Atlanta,GA,30305,Class B Office,office,1986,158614,38352829.69,17130429.0,0.4467,0.0108,185008.63,0.0615,0.2042,0.3356,3550877.75,2825698.99,948218.62,1877480.36,241.8,over_10,2020-04-28,41886063.54,Williams Partners Investment Group,Government,Global Group Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004791,9590 Commerce Dr,Atlanta,GA,30309,Medical Office,office,1984,427944,153625633.06,63074595.04,0.4106,0.0108,681205.63,0.0737,0.2099,0.3513,17454147.58,13790646.32,4844892.46,8945753.86,358.99,fair,2017-07-01,145177093.85,Garcia Realty Investment Group,Non-Profit,American Holdings LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004792,5442 Market St,Atlanta,GA,30308,Class B Office,office,2022,41503,21318480.46,11137615.68,0.5224,0.0108,120286.25,0.051,0.0731,0.3619,1703936.85,1579308.41,571581.68,1007726.73,513.66,over_30,2018-06-12,25532186.93,Williams Properties Capital,Private,Williams Capital Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004793,2914 Oak Ave,Atlanta,GA,30310,Corporate Campus,office,1964,481606,267745126.68,105667469.18,0.3947,0.0108,1141208.67,0.0623,0.1733,0.2674,22779613.61,18831041.66,5036174.19,13794867.48,555.94,fair,2023-06-24,239122508.38,Miller Group Capital,Government,Jones Partners Real Estate,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004794,6087 Industrial Way,Atlanta,GA,30309,Corporate Campus,office,1992,185273,55694910.96,22379144.28,0.4018,0.0108,241694.76,0.0691,0.1944,0.4345,6804008.36,5481397.01,2381941.0,3099456.0,300.61,fair,2016-04-22,62503081.13,Jones Management Inc,Institutional,Jones Properties Investment Group,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004795,4987 Technology Dr,Atlanta,GA,30306,Corporate Campus,office,2023,10872,8019525.11,3296745.83,0.4111,0.0108,35604.86,0.0522,0.2223,0.2956,594413.68,462269.93,136656.09,325613.83,737.63,fair,2018-02-09,7145619.08,Garcia Holdings Capital,Institutional,Williams Holdings Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004796,5505 Center Dr,Atlanta,GA,30301,Class C Office,office,2012,99422,47694943.13,21017644.03,0.4407,0.0108,226990.56,0.0555,0.1643,0.2795,3676374.17,3072333.09,858750.26,2213582.83,479.72,over_10,2019-08-27,39878694.03,Davis Trust Real Estate,REIT,Pacific Ventures Real Estate,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004797,4476 First St,Atlanta,GA,30303,Corporate Campus,office,1985,154156,28354190.38,9599915.61,0.3386,0.0108,103679.09,0.0667,0.0628,0.3076,2733058.43,2561475.83,788034.21,1773441.61,183.93,under_15,2018-07-27,22747559.13,Rodriguez Investments Properties,Institutional,Martinez Trust Holdings,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004798,8511 Oak Ave,Atlanta,GA,30305,Medical Office,office,1994,307526,223462355.14,97363468.77,0.4357,0.0108,1051525.46,0.0423,0.1575,0.4434,16978763.0,14305062.66,6343253.92,7961808.74,726.65,over_10,2022-01-27,264917700.85,Jones Ventures Properties,Institutional,Martinez Investments Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004799,4706 First St,Atlanta,GA,30304,Corporate Campus,office,2004,322175,224326796.33,93280413.53,0.4158,0.0108,1007428.47,0.0784,0.137,0.3824,28470637.66,24569301.61,9396255.0,15173046.62,696.29,fair,2020-11-02,214088983.47,Williams Trust Real Estate,REIT,Smith Management Development,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004800,1864 Industrial Way,Atlanta,GA,30310,Class A Office,office,1962,428999,260157263.77,95395737.97,0.3667,0.0108,1030273.97,0.0605,0.2143,0.277,21753690.12,17091226.23,4734454.84,12356771.38,606.43,under_10,2022-03-14,247194597.37,Williams Investments Investment Group,Government,Martinez Partners Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004801,8199 Main St,Atlanta,GA,30309,Class B Office,office,1960,372371,131198176.24,54600236.76,0.4162,0.0108,589682.56,0.0783,0.119,0.2968,14610392.89,12871352.02,3820797.41,9050554.61,352.33,fair,2019-11-13,148399241.62,Jones Holdings Capital,Private,American Trust Real Estate,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004802,9842 Market St,Atlanta,GA,30310,Medical Office,office,1974,185576,82180320.26,27562143.66,0.3354,0.0108,297671.15,0.0436,0.0594,0.2876,5035398.74,4736277.17,1362198.65,3374078.52,442.84,under_15,2017-09-08,80930885.48,First Partners Holdings,Non-Profit,Martinez Capital Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004803,3692 Center Dr,Atlanta,GA,30301,Class C Office,office,1971,402187,286761160.52,114267065.02,0.3985,0.0108,1234084.3,0.0587,0.1216,0.3061,24267625.82,21315795.8,6525685.5,14790110.3,713.0,fair,2023-05-01,264266269.59,National Ventures Holdings,REIT,Atlantic Investments LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004804,8007 Broadway,Atlanta,GA,30308,Medical Office,office,1999,33897,14666413.76,5874456.81,0.4005,0.0108,63444.13,0.057,0.239,0.4338,1475313.04,1122647.98,486992.38,635655.6,432.68,fair,2015-11-26,11972707.5,Miller Management LLC,Private,American Partners Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004805,7552 Park Blvd,Atlanta,GA,30310,Class A Office,office,1970,472325,250642279.8,131476393.21,0.5246,0.0108,1419945.05,0.0443,0.1371,0.3519,17116188.36,14769472.27,5197187.78,9572284.49,530.66,over_30,2022-11-09,264327525.07,Brown Partners Real Estate,Government,Rodriguez Properties Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004806,3781 Main St,Atlanta,GA,30307,Corporate Campus,office,1994,290989,214520925.27,95204979.92,0.4438,0.0108,1028213.78,0.053,0.0566,0.2998,16248987.22,15329206.07,4595253.71,10733952.36,737.21,over_10,2020-05-29,216494157.01,Premier Properties Inc,REIT,Davis Capital Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004807,1968 First St,Atlanta,GA,30310,Class B Office,office,1995,420087,326667223.31,133954318.01,0.4101,0.0108,1446706.63,0.0726,0.1978,0.414,40468177.86,32461682.58,13437958.49,19023724.09,777.62,fair,2023-03-22,332438390.73,American Trust Investment Group,Non-Profit,Pacific Ventures Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004808,2802 Corporate Blvd,Atlanta,GA,30304,Corporate Campus,office,1978,424579,189075964.32,72914173.48,0.3856,0.0108,787473.07,0.0694,0.0629,0.3855,21365874.11,20022142.52,7717972.91,12304169.61,445.33,fair,2023-01-22,210263276.31,Johnson Ventures Properties,Government,Smith Management Real Estate,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004809,4540 Oak Ave,Atlanta,GA,30302,Class C Office,office,1973,284388,166189661.04,65331437.52,0.3931,0.0108,705579.53,0.0594,0.141,0.2569,13286706.64,11413840.05,2931682.16,8482157.89,584.38,fair,2018-06-06,133885522.18,Central Capital Inc,Private,Williams Investments LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004810,7964 Commerce Dr,Atlanta,GA,30307,Corporate Campus,office,2014,224741,135864886.19,71131822.62,0.5235,0.0108,768223.68,0.0564,0.1663,0.4007,12783086.88,10656719.62,4270049.07,6386670.55,604.54,over_30,2019-03-29,111789596.8,Rodriguez Trust Corp,Private,Smith Realty Investment Group,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004811,6196 Center Dr,Atlanta,GA,30304,Class B Office,office,1980,133164,58486493.61,24332244.38,0.416,0.0108,262788.24,0.0797,0.0646,0.2821,6495303.43,6075817.69,1714132.62,4361685.07,439.21,fair,2020-03-16,52714380.4,Williams Holdings Capital,REIT,Smith Management Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004812,6069 Technology Dr,Atlanta,GA,30303,Corporate Campus,office,2023,360576,362846909.58,185416552.45,0.511,0.0108,2002498.77,0.0596,0.1264,0.2738,29775832.85,26012128.27,7122828.48,18889299.79,1006.3,over_30,2020-05-05,291033860.09,Central Management Real Estate,REIT,Brown Investments Properties,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004813,5642 Broadway,Atlanta,GA,30309,Class A Office,office,2021,484793,410690855.03,194652720.76,0.474,0.0108,2102249.38,0.0781,0.0979,0.4461,57921720.49,52252014.58,23310505.58,28941509.0,847.15,over_20,2025-02-19,329398868.2,Williams Ventures Inc,Institutional,Davis Investments Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004814,9860 Industrial Way,Atlanta,GA,30301,Class A Office,office,2013,39167,9296163.88,4377414.63,0.4709,0.0108,47276.08,0.0472,0.2378,0.3527,678061.31,516831.66,182267.64,334564.01,237.35,over_20,2019-04-03,10937079.13,Garcia Investments LLC,Non-Profit,Rodriguez Properties Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004815,9999 Oak Ave,Atlanta,GA,30303,Class C Office,office,1966,467763,242135725.97,99014921.83,0.4089,0.0108,1069361.16,0.058,0.2082,0.2678,19166675.39,15175468.65,4063578.57,11111890.09,517.65,fair,2018-04-07,234260010.17,Miller Properties Real Estate,REIT,Williams Trust LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004816,4064 Market St,Atlanta,GA,30308,Class A Office,office,1961,374343,96699707.25,32491006.97,0.336,0.0108,350902.88,0.065,0.1978,0.2648,8549670.6,6858221.01,1815981.59,5042239.42,258.32,under_15,2021-11-12,81803605.73,Pacific Management Holdings,REIT,Brown Realty Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004817,1622 Center Dr,Atlanta,GA,30304,Corporate Campus,office,1983,299226,198299982.67,80219227.3,0.4045,0.0108,866367.65,0.0444,0.0995,0.2581,11871133.66,10690001.37,2759018.54,7930982.83,662.71,fair,2025-02-05,208788035.97,Smith Trust Capital,Private,United Capital Capital,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004818,7287 Commerce Dr,Atlanta,GA,30309,Class C Office,office,2000,304788,215368014.33,77037571.44,0.3577,0.0108,832005.77,0.051,0.1683,0.4137,18730372.62,15578644.59,6444544.89,9134099.69,706.62,under_10,2021-09-17,218474448.64,Rodriguez Ventures LP,REIT,Williams Ventures LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004819,186 Corporate Blvd,Atlanta,GA,30302,Class A Office,office,1976,234224,122173370.75,47349182.04,0.3876,0.0108,511371.17,0.0628,0.1699,0.3019,10982303.22,9116797.41,2752626.66,6364170.75,521.61,fair,2023-08-17,108902060.86,Atlantic Holdings LLC,Private,United Management Development,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004820,5540 First St,Atlanta,GA,30302,Class A Office,office,2000,362584,187709404.1,88630390.38,0.4722,0.0108,957208.22,0.0535,0.2337,0.3906,16488098.16,12635008.66,4935682.82,7699325.84,517.7,over_20,2023-10-28,165533654.12,Metropolitan Management Investment Group,REIT,Jones Group Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004821,2842 Industrial Way,Atlanta,GA,30306,Medical Office,office,1988,30279,19405934.48,10196983.07,0.5255,0.0108,110127.42,0.0466,0.1896,0.2846,1263667.72,1024043.96,291461.9,732582.06,640.9,over_30,2018-04-16,21963064.24,Williams Group Properties,Non-Profit,Brown Management Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004822,972 Corporate Blvd,Atlanta,GA,30306,Class B Office,office,2018,258258,181819898.72,75996793.22,0.418,0.0108,820765.37,0.0545,0.2187,0.2572,13348137.85,10429405.68,2682409.55,7746996.13,704.02,fair,2023-02-15,200709603.7,Johnson Capital LLC,Non-Profit,Atlantic Management Holdings,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004823,1696 Center Dr,Atlanta,GA,30308,Class B Office,office,1963,380711,165300473.01,55949806.09,0.3385,0.0108,604257.91,0.0675,0.1654,0.3464,17068892.13,14245029.38,4934499.96,9310529.42,434.19,under_15,2023-08-22,178782972.16,Johnson Capital Capital,REIT,Brown Ventures LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004824,1152 Center Dr,Atlanta,GA,30308,Class C Office,office,1983,121706,16993498.34,8147847.18,0.4795,0.0108,87996.75,0.0786,0.1079,0.2926,1888021.75,1684221.16,492805.02,1191416.14,139.63,over_20,2015-08-31,14104507.71,Rodriguez Trust Properties,Government,Johnson Capital LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004825,8934 Technology Dr,Atlanta,GA,30310,Corporate Campus,office,1977,420326,161327827.35,58305214.0,0.3614,0.0108,629696.31,0.0608,0.1931,0.3968,16249875.51,13112047.3,5202608.52,7909438.78,383.82,under_10,2017-05-11,150753549.06,Martinez Investments Investment Group,Institutional,Williams Partners Corp,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004826,5982 Oak Ave,Atlanta,GA,30308,Class C Office,office,1969,210187,38177100.11,18515131.51,0.485,0.0108,199963.42,0.0474,0.1504,0.297,2571734.66,2184894.35,648933.21,1535961.13,181.63,over_20,2017-08-19,34654764.95,Rodriguez Group Real Estate,REIT,Atlantic Management LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004827,2479 Center Dr,Atlanta,GA,30306,Class B Office,office,1992,160356,110062949.28,52917730.96,0.4808,0.0108,571511.49,0.0735,0.1387,0.3781,13008865.86,11204886.09,4236350.62,6968535.47,686.37,over_20,2022-02-21,126689558.83,Williams Management Development,Government,First Investments Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004828,6403 Oak Ave,Atlanta,GA,30310,Class B Office,office,1968,127298,85621386.32,32536927.15,0.38,0.0108,351398.81,0.0499,0.0922,0.3983,7099111.72,6444839.48,2566787.41,3878052.06,672.61,fair,2024-06-29,95814007.58,Brown Properties Capital,Non-Profit,Johnson Management LP,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004829,9029 Industrial Way,Atlanta,GA,30308,Class B Office,office,1990,97195,34437745.71,13224918.06,0.384,0.0108,142829.12,0.0666,0.1603,0.3238,3390367.74,2846733.14,921819.49,1924913.65,354.32,fair,2020-12-28,36806832.72,Garcia Capital LLC,Government,Miller Realty Management,2024-01-01,2024-06-30,"Atlanta, GA"
PROP_004830,328 Center Dr,Atlanta,GA,30301,Class B Office,office,1981,476338,182156393.88,64979429.12,0.3567,0.0108,701777.83,0.0792,0.0713,0.305,20759697.98,19279924.51,5879887.67,13400036.84,382.41,under_10,2022-05-08,173338726.17,Martinez Capital Corp,Private,Smith Partners LP,2024-01-01,2024-06-30,"Atlanta, GA"
